date,pagePath,exits,pageviews
2018-09-11,/blog/page/10/,1,1
2018-09-11,/blog/page/11/,18,39
2018-09-11,/blog/page/12/,42,119
2018-09-11,/blog/page/2/,1,1
2018-09-11,/blog/page/3/,3,10
2018-09-11,/blog/page/4/,0,1
2018-09-11,/blog/page/5/,1,1
2018-09-11,/blog/page/6/,0,1
2018-09-11,/blog/page/7/,1,3
2018-09-11,/blog/page/8/,3,4
2018-09-11,/blog/page/9/,13,14
2018-09-11,/blog/scottish-companies-tech-gender-gap/,0,1
2018-09-11,/blog/student-codeclan-expect-prepare/,3,7
2018-09-11,/blog/took-back-control-coding/,7,17
2018-09-11,/blog/top-networking-events-scotland/,1,1
2018-09-11,/blog/what-is-javascript-and-why-learn-it/,0,1
2018-09-11,/courses/,2,2
2018-09-11,/courses/16-week-course/,8,15
2018-09-11,/courses/agile-for-effective-teams/,0,1
2018-09-11,/courses/bespoke-courses/,1,3
2018-09-11,/courses/browse-all-course-dates/,3,10
2018-09-11,/courses/professional-software-development/,6,10
2018-09-11,/courses/professional-software-development/alasdairs-career-change/,1,2
2018-09-11,/courses/professional-software-development/application-and-dates/,2,2
2018-09-11,/courses/professional-software-development/apply/,0,2
2018-09-11,/courses/professional-software-development/apply/#course_application_1,0,1
2018-09-11,/courses/professional-software-development/apply/#course_application_2,15,33
2018-09-11,/courses/professional-software-development/apply/course_application_1,1,1
2018-09-11,/courses/professional-software-development/career-support/,5,49
2018-09-11,/courses/professional-software-development/charlotte-case-study/,2,3
2018-09-11,/courses/professional-software-development/cost-and-funding/,1,1
2018-09-11,/courses/professional-software-development/course-cost-faqs/,0,2
2018-09-11,/courses/professional-software-development/curriculum/,50,104
2018-09-11,/courses/professional-software-development/student-case-studies/,16,18
2018-09-11,/courses/professional-software-development/student-projects/,1,1
2018-09-11,/courses/r-programming/,0,1
2018-09-11,/courses/understanding-programming/,4,9
2018-09-11,/courses/ux-design-fundamentals/,0,3
2018-09-11,/digital-careers,0,1
2018-09-11,/enquire/,0,1
2018-09-11,/events/,0,1
2018-09-11,/for-employers/,1,1
2018-09-11,/for-employers/employer-case-studies/,1,4
2018-09-11,/for-employers/employer-case-studies/castlight-2/,1,3
2018-09-11,/for-employers/employer-case-studies/freeagent/,2,2
2018-09-11,/for-employers/hire-with-codeclan/,1,2
2018-09-11,/for-employers/upskill-your-staff/,4,5
2018-09-11,/glasgow/,1,3
2018-09-11,/national-coding-week-2018/,0,1
2018-09-11,/page/2/?s=edinburgh+employers,1,1
2018-09-11,/pre-course-work,1,2
2018-09-11,/pre-course-work/,0,2
2018-09-11,/site-map/,0,2
2018-09-11,/the-codeclan-experience/,33,79
2018-09-11,/the-codeclan-experience/a-typical-day/,0,1
2018-09-11,/the-codeclan-experience/the-alumni/,0,1
2018-09-12,/,8,20
2018-09-12,/?elementor_library=course-form,1,2
2018-09-12,/?elementor_library=course-form&elementor-preview=7926&ver=1536765630,0,1
2018-09-12,/about-us/,1,3
2018-09-12,/about-us/become-an-instructor/,1,1
2018-09-12,/about-us/join-us/,0,1
2018-09-12,/about-us/our-team/,0,1
2018-09-12,/about/,4,7
2018-09-12,/accessibility/,9,12
2018-09-12,/blog/,1,1
2018-09-12,/blog/7-celebrities-didnt-know-code/,0,2
2018-09-12,/blog/apply-immersive-programming-course/,0,1
2018-09-12,/blog/best-podcasts-coders-programmers/,19,25
2018-09-12,/blog/built-after-five-weeks-learning-code/,0,1
2018-09-12,/blog/career-change-into-digital/,7,58
2018-09-12,/blog/category/careers-in-tech/,0,1
2018-09-12,/blog/category/careers-in-tech/page/2/,1,3
2018-09-12,/blog/category/employers/,1,4
2018-09-12,/blog/category/inspiring-stories/,4,8
2018-09-12,/blog/category/learning-to-code/,0,1
2018-09-12,/blog/celebrate-joint-graduation/,1,7
2018-09-12,/blog/claudia-career-change-developer/,0,1
2018-09-12,/blog/codebar-edinburgh-glasgow-coding/,1,5
2018-09-12,/blog/day-life-software-developer/,0,1
2018-09-12,/blog/glasgow-coding-bootcamp-career/,0,1
2018-09-12,/blog/graduate-kate-developer-cultivate/,0,1
2018-09-12,/blog/graduate-milestone-diversity/,2,2
2018-09-12,/blog/graduates-hayley-microbiologist-software-developer/,3,3
2018-09-12,/blog/graphic-designer-trainee-software-developer-meet-tahnee/,4,6
2018-09-12,/blog/hire-a-developer-technical-interviews/,2,5
2018-09-12,/blog/hire-developers-online-tests/,1,2
2018-09-12,/blog/inspirational-women-tech/,7,13
2018-09-12,/blog/introducing-project-showcase/,1,2
2018-09-12,/blog/learn-to-code-working/,51,93
2018-09-12,/blog/learning-from-failure/,4,5
2018-09-12,/blog/meet-matthew-developer-evangelist-wallet-services/,2,3
2018-09-12,/blog/meet-our-graduates-tom-software-developer-inoapps/,0,3
2018-09-12,/blog/most-asked-questions/,1,2
2018-09-12,/blog/national-coding-week-2018/,1,3
2018-09-12,/blog/new-job-in-digital-codeclan/,0,1
2018-09-12,/blog/page/2/,33,67
2018-09-12,/blog/tag/job/,1,1
2018-09-12,/blog/what-is-javascript-and-why-learn-it/,0,2
2018-09-12,/codeclan-student-intranet/,1,2
2018-09-12,/courses/,0,1
2018-09-12,/courses/16-weeks-intensive-programming/,4,6
2018-09-12,/courses/agile-for-effective-teams/,3,13
2018-09-12,/courses/bespoke-courses/,11,18
2018-09-12,/courses/browse-all-course-dates/,0,1
2018-09-12,/courses/enquire/,1,2
2018-09-12,/courses/professional-software-development/,26,43
2018-09-12,/courses/professional-software-development/alasdairs-career-change/,1,2
2018-09-12,/courses/professional-software-development/application-and-dates/,1,5
2018-09-12,/courses/professional-software-development/apply/,11,12
2018-09-12,/courses/professional-software-development/apply/course_application_1,0,2
2018-09-12,/courses/professional-software-development/apply/course_application_2,6,19
2018-09-12,/courses/professional-software-development/career-support/,1,3
2018-09-12,/courses/professional-software-development/charlotte-case-study/,0,2
2018-09-12,/courses/professional-software-development/cost-and-funding/,0,4
2018-09-12,/courses/professional-software-development/course-cost-faqs/,0,1
2018-09-12,/courses/professional-software-development/curriculum/,2,5
2018-09-12,/courses/professional-software-development/johns-route-to-career-progression/,12,25
2018-09-12,/courses/professional-software-development/sarahs-reskilling-story/,0,1
2018-09-12,/courses/professional-software-development/student-case-studies/,0,1
2018-09-12,/courses/professional-software-development/student-projects/,1,1
2018-09-12,/courses/r-programming/,23,40
2018-09-12,/courses/short-ux-fundamentals-course/,0,2
2018-09-12,/courses/understanding-programming/,1,3
2018-09-12,/courses/ux-design-fundamentals/,0,1
2018-09-12,/data-protection/,0,1
2018-09-12,/digital-careers,0,1
2018-09-12,/enquire/,2,4
2018-09-12,/events/,3,3
2018-09-12,/for-employers/,2,10
2018-09-12,/for-employers/employer-case-studies/,4,11
2018-09-12,/for-employers/employer-case-studies/freeagent/,2,4
2018-09-12,/for-employers/hire-with-codeclan/,4,4
2018-09-12,/for-employers/upskill-your-staff/,3,13
2018-09-12,/pre-course-work/,3,30
2018-09-12,/site-map/,2,6
2018-09-12,/the-codeclan-experience/,1,1
2018-09-12,/the-codeclan-experience/a-typical-day/,1,4
2018-09-12,/the-codeclan-experience/the-alumni/,0,1
2018-09-13,/,9,16
2018-09-13,/about-us/,0,1
2018-09-13,/about-us/join-us/,0,2
2018-09-13,/about-us/our-team/,2,3
2018-09-13,/about/,1,1
2018-09-13,/accessibility/,0,6
2018-09-13,/blog/,0,1
2018-09-13,/blog/7-celebrities-didnt-know-code/,3,5
2018-09-13,/blog/9-common-misconceptions-coding/,4,4
2018-09-13,/blog/apply-immersive-programming-course/,2,3
2018-09-13,/blog/barriers-to-employment-get-digitall/,3,17
2018-09-13,/blog/best-podcasts-coders-programmers/,2,3
2018-09-13,/blog/call-centre-advisor-developer/,1,1
2018-09-13,/blog/career-change-developer/,0,1
2018-09-13,/blog/category/careers-in-tech/,0,4
2018-09-13,/blog/category/careers-in-tech/page/3/,1,4
2018-09-13,/blog/category/employers/,0,5
2018-09-13,/blog/category/inspiring-stories/,0,1
2018-09-13,/blog/category/instructor-blogs/,1,1
2018-09-13,/blog/category/learning-to-code/,3,3
2018-09-13,/blog/celebrate-joint-graduation/,0,3
2018-09-13,/blog/change-story-not-just-career/,2,2
2018-09-13,/blog/codebar-edinburgh-glasgow-coding/,3,4
2018-09-13,/blog/codeclan-ceo-melinda-matthews/,1,1
2018-09-13,/blog/codeclan-students-natasha-glasgow/,0,1
2018-09-13,/blog/day-life-software-developer/,2,2
2018-09-13,/blog/employers-catriona-dick-zonal/,1,1
2018-09-13,/blog/graduate-kate-developer-cultivate/,1,1
2018-09-13,/blog/graduate-milestone-diversity/,0,1
2018-09-13,/blog/graduates-hayley-microbiologist-software-developer/,1,1
2018-09-13,/blog/graduates-journalist-junior-developer/,0,5
2018-09-13,/blog/hire-a-developer-technical-interviews/,1,1
2018-09-13,/blog/hire-developer-screening-candidates/,1,1
2018-09-13,/blog/hire-developers-online-tests/,0,1
2018-09-13,/blog/hiring-developers-for-the-future/,0,1
2018-09-13,/blog/learn-to-code-working/,10,19
2018-09-13,/blog/meet-our-graduates-tom-software-developer-inoapps/,14,81
2018-09-13,/blog/meet-team-louise-instructor/,1,1
2018-09-13,/blog/most-asked-questions/,2,5
2018-09-13,/blog/national-coding-week-2018/,0,2
2018-09-13,/blog/peter-support-engineer-freeagent/,1,3
2018-09-13,/blog/scottish-government-hiring/,0,1
2018-09-13,/blog/students-prototyped-online-dashboard-sustainability-consultancy/,1,4
2018-09-13,/blog/tag/python/,4,5
2018-09-13,/blog/took-back-control-coding/,1,1
2018-09-13,/cclogin,0,1
2018-09-13,/courses/,10,31
2018-09-13,/courses/agile-for-effective-teams/,0,1
2018-09-13,/courses/bespoke-courses/,10,30
2018-09-13,/courses/browse-all-course-dates/,1,1
2018-09-13,/courses/professional-software-development/,3,17
2018-09-13,/courses/professional-software-development/alasdairs-career-change/,1,1
2018-09-13,/courses/professional-software-development/application-and-dates/,0,1
2018-09-13,/courses/professional-software-development/apply/,1,1
2018-09-13,/courses/professional-software-development/apply/course_application_1,0,1
2018-09-13,/courses/professional-software-development/apply/course_application_2,1,1
2018-09-13,/courses/professional-software-development/career-support/,0,6
2018-09-13,/courses/professional-software-development/cost-and-funding/,2,2
2018-09-13,/courses/professional-software-development/curriculum/,1,2
2018-09-13,/courses/professional-software-development/student-case-studies/,1,1
2018-09-13,/courses/professional-software-development/student-projects/,1,2
2018-09-13,/courses/r-programming/,0,1
2018-09-13,/courses/understanding-programming/,0,1
2018-09-13,/courses/ux-design-fundamentals/,6,24
2018-09-13,/data-protection/,17,20
2018-09-13,/digital-careers,3,12
2018-09-13,/digital-careers/,7,39
2018-09-13,/enquire/,10,18
2018-09-13,/events/,1,1
2018-09-13,/for-employers/,1,3
2018-09-13,/for-employers/employer-case-studies/,0,1
2018-09-13,/for-employers/employer-case-studies/castlight-2/,1,2
2018-09-13,/for-employers/employer-case-studies/freeagent/,1,2
2018-09-13,/for-employers/hire-with-codeclan/,1,1
2018-09-13,/for-employers/upskill-your-staff/,5,7
2018-09-13,/national-coding-week-2018/,52,86
2018-09-13,/pre-course-work/,0,1
2018-09-13,/the-codeclan-experience/,0,1
2018-09-13,/the-codeclan-experience/a-typical-day/,0,1
2018-09-13,/the-codeclan-experience/the-alumni/,1,1
2018-09-14,/,0,3
2018-09-14,/about-us/,6,17
2018-09-14,/about-us/become-an-instructor/,4,7
2018-09-14,/about-us/join-us/,0,1
2018-09-14,/about-us/our-team/,0,1
2018-09-14,/about/,0,1
2018-09-14,/blog/,1,3
2018-09-14,/blog/7-celebrities-didnt-know-code/,5,23
2018-09-14,/blog/9-common-misconceptions-coding/,1,3
2018-09-14,/blog/9-websites-start-coding-journey/,3,3
2018-09-14,/blog/barriers-to-employment-get-digitall/,0,1
2018-09-14,/blog/best-podcasts-coders-programmers/,4,9
2018-09-14,/blog/built-after-five-weeks-learning-code/,2,3
2018-09-14,/blog/call-centre-advisor-developer/,5,12
2018-09-14,/blog/career-change-into-digital/,0,2
2018-09-14,/blog/case-study-marie/?mc_cid=9cb8505e10&mc_eid=8e990c5a80,1,3
2018-09-14,/blog/case-study-qa-alistair/?mc_cid=9cb8505e10&mc_eid=8e990c5a80,55,164
2018-09-14,/blog/category/careers-in-tech/,4,15
2018-09-14,/blog/category/careers-in-tech/page/2/,4,8
2018-09-14,/blog/category/careers-in-tech/page/3/,0,1
2018-09-14,/blog/category/employers/,1,1
2018-09-14,/blog/category/inspiring-stories/,9,33
2018-09-14,/blog/category/instructor-blogs/,1,1
2018-09-14,/blog/codeclan-ceo-melinda-matthews/,5,8
2018-09-14,/blog/codeclan-glasgow-clockwise/,5,6
2018-09-14,/blog/current-skills-perfect-coding/,0,2
2018-09-14,/blog/day-life-software-developer/,0,1
2018-09-14,/blog/ewa-jamie-martas-app-play-store/,1,2
2018-09-14,/blog/graduate-chris-android-developer/,0,2
2018-09-14,/blog/graduate-milestone-diversity/,0,1
2018-09-14,/blog/graduates-charley-junior-developer/,0,1
2018-09-14,/blog/graduates-hayley-microbiologist-software-developer/,1,1
2018-09-14,/blog/graduates-john-oil-gas-java/,0,1
2018-09-14,/blog/hire-a-developer-technical-interviews/,0,7
2018-09-14,/blog/hire-developer-screening-candidates/,2,2
2018-09-14,/blog/hire-developers-online-tests/,1,1
2018-09-14,/blog/learn-to-code-working/,3,13
2018-09-14,/blog/meet-our-graduates-tom-software-developer-inoapps/,3,25
2018-09-14,/blog/meet-team-louise-instructor/,0,1
2018-09-14,/blog/most-asked-questions/,6,9
2018-09-14,/blog/move-to-digital-first/,0,3
2018-09-14,/blog/national-coding-week-2018/,3,3
2018-09-14,/blog/peter-support-engineer-freeagent/,0,1
2018-09-14,/blog/scotland-place-to-work-digital/,0,2
2018-09-14,/blog/took-back-control-coding/,3,3
2018-09-14,/blog/top-networking-events-scotland/,0,1
2018-09-14,/courses/,0,1
2018-09-14,/courses/agile-for-effective-teams/,24,42
2018-09-14,/courses/bespoke-courses/,1,1
2018-09-14,/courses/browse-all-course-dates/,1,1
2018-09-14,/courses/enquire/,1,1
2018-09-14,/courses/professional-software-development/,0,1
2018-09-14,/courses/professional-software-development/application-and-dates/,1,1
2018-09-14,/courses/professional-software-development/apply/,0,1
2018-09-14,/courses/professional-software-development/apply/course_application_1,3,3
2018-09-14,/courses/professional-software-development/apply/course_application_2,1,1
2018-09-14,/courses/professional-software-development/career-support/,4,7
2018-09-14,/courses/professional-software-development/cost-and-funding/,3,9
2018-09-14,/courses/professional-software-development/course-cost-faqs/,1,1
2018-09-14,/courses/professional-software-development/curriculum/,5,37
2018-09-14,/courses/professional-software-development/sarahs-reskilling-story/,7,9
2018-09-14,/courses/professional-software-development/student-case-studies/,0,1
2018-09-14,/courses/professional-software-development/student-projects/,4,9
2018-09-14,/courses/r-programming/,2,4
2018-09-14,/courses/short,1,1
2018-09-14,/courses/understanding-programming/,1,1
2018-09-14,/courses/ux-design-fundamentals/,7,10
2018-09-14,/digital-careers,0,1
2018-09-14,/digital-careers/,0,1
2018-09-14,/enquire/,0,1
2018-09-14,/events/,6,6
2018-09-14,/for-employers/,2,2
2018-09-14,/for-employers/employer-case-studies/,1,1
2018-09-14,/for-employers/employer-case-studies/castlight-2/,0,1
2018-09-14,/for-employers/employer-case-studies/freeagent/,0,1
2018-09-14,/for-employers/hire-with-codeclan/,0,1
2018-09-14,/for-employers/upskill-your-staff/,0,1
2018-09-14,/national-coding-week-2018/,0,2
2018-09-14,/pre-course-work/,1,1
2018-09-14,/the-codeclan-experience/,1,1
2018-09-14,/the-codeclan-experience/a-typical-day/,1,1
2018-09-14,/the-codeclan-experience/the-alumni/,1,1
2018-09-15,/,6,10
2018-09-15,/about-us/,1,1
2018-09-15,/about-us/join-us/,1,2
2018-09-15,/about-us/our-team/,1,2
2018-09-15,/about/,0,1
2018-09-15,/accessibility/,1,1
2018-09-15,/blog/,2,4
2018-09-15,/blog/5-reasons-edinburgh-best-place-live-uk/,0,2
2018-09-15,/blog/7-celebrities-didnt-know-code/,1,2
2018-09-15,/blog/9-common-misconceptions-coding/,14,29
2018-09-15,/blog/9-websites-start-coding-journey/,1,1
2018-09-15,/blog/apply-immersive-programming-course/,0,1
2018-09-15,/blog/barriers-to-employment-get-digitall/,2,2
2018-09-15,/blog/best-podcasts-coders-programmers/,0,1
2018-09-15,/blog/career-change-into-digital/,0,1
2018-09-15,/blog/category/careers-in-tech/,2,3
2018-09-15,/blog/category/employers/,0,1
2018-09-15,/blog/category/learning-to-code/,1,1
2018-09-15,/blog/codeclan-ceo-melinda-matthews/,0,1
2018-09-15,/blog/day-life-web-developer/,0,1
2018-09-15,/blog/finding-a-career-you-love/,4,15
2018-09-15,/blog/graduate-milestone-diversity/,1,1
2018-09-15,/blog/hire-a-developer-technical-interviews/,0,1
2018-09-15,/blog/hire-developers-online-tests/,0,2
2018-09-15,/blog/inspirational-women-tech/,11,15
2018-09-15,/blog/learn-to-code-working/,6,20
2018-09-15,/blog/meet-our-graduates-tom-software-developer-inoapps/,2,2
2018-09-15,/blog/most-asked-questions/,5,14
2018-09-15,/blog/national-coding-week-2018/,0,2
2018-09-15,/blog/student-codeclan-expect-prepare/,4,14
2018-09-15,/blog/tag/partners/,0,1
2018-09-15,/blog/what-is-javascript-and-why-learn-it/,1,2
2018-09-15,/courses/,0,3
2018-09-15,/courses/agile-for-effective-teams/,1,1
2018-09-15,/courses/bespoke-courses/,4,15
2018-09-15,/courses/browse-all-course-dates/,3,5
2018-09-15,/courses/professional-software-development/,1,2
2018-09-15,/courses/professional-software-development/application-and-dates/,15,88
2018-09-15,/courses/professional-software-development/apply/,1,1
2018-09-15,/courses/professional-software-development/apply/course_application_1,1,1
2018-09-15,/courses/professional-software-development/apply/course_application_2,11,19
2018-09-15,/courses/professional-software-development/career-support/,1,1
2018-09-15,/courses/professional-software-development/cost-and-funding/,0,1
2018-09-15,/courses/professional-software-development/curriculum/,54,95
2018-09-15,/courses/professional-software-development/student-case-studies/,0,1
2018-09-15,/courses/professional-software-development/student-projects/,0,1
2018-09-15,/courses/r-programming/,1,1
2018-09-15,/courses/understanding-programming/,0,1
2018-09-15,/courses/ux-design-fundamentals/,1,1
2018-09-15,/digital-careers,9,10
2018-09-15,/enquire/,2,11
2018-09-15,/events/,1,1
2018-09-15,/for-employers/,1,2
2018-09-15,/for-employers/employer-case-studies/,1,4
2018-09-15,/for-employers/employer-case-studies/castlight-2/,1,1
2018-09-15,/for-employers/hire-with-codeclan/,0,1
2018-09-15,/pre-course-work/,3,6
2018-09-15,/site-map/,8,15
2018-09-15,/the-codeclan-experience/,1,1
2018-09-15,/the-codeclan-experience/a-typical-day/,0,1
2018-09-15,/the-codeclan-experience/the-alumni/,1,1
2018-09-16,/,1,1
2018-09-16,/?s=learnig+ruby+like,3,14
